Location,Period,Indicator,Dim1,First Tooltip
Samoa,2016,Life expectancy at age 60 (years),Both sexes,20.09
Samoa,2016,Life expectancy at age 60 (years),Male,17.55
Samoa,2016,Life expectancy at age 60 (years),Female,22.65
Samoa,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.96
Samoa,2016,Healthy life expectancy (HALE) at birth (years),Male,64.07
Samoa,2016,Healthy life expectancy (HALE) at birth (years),Female,68.02
Samoa,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.3
Samoa,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.61
Samoa,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17
Sao Tome and Principe,2016,Life expectancy at birth (years),Both sexes,68.72
Sao Tome and Principe,2016,Life expectancy at birth (years),Male,66.73
Sao Tome and Principe,2016,Life expectancy at birth (years),Female,70.66
Sao Tome and Principe,2016,Life expectancy at age 60 (years),Both sexes,18.31
Sao Tome and Principe,2016,Life expectancy at age 60 (years),Male,17.53
Sao Tome and Principe,2016,Life expectancy at age 60 (years),Female,18.94
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,60.66
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at birth (years),Male,58.95
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at birth (years),Female,62.31
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.11
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.38
Sao Tome and Principe,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.7
Saudi Arabia,2016,Life expectancy at birth (years),Both sexes,74.75
Saudi Arabia,2016,Life expectancy at birth (years),Male,73.49
Saudi Arabia,2016,Life expectancy at birth (years),Female,76.47
Saudi Arabia,2016,Life expectancy at age 60 (years),Both sexes,18.72
Saudi Arabia,2016,Life expectancy at age 60 (years),Male,17.73
Saudi Arabia,2016,Life expectancy at age 60 (years),Female,20.06
Saudi Arabia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.66
Saudi Arabia,2016,Healthy life expectancy (HALE) at birth (years),Male,65.49
Saudi Arabia,2016,Healthy life expectancy (HALE) at birth (years),Female,65.84
Saudi Arabia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.32
Saudi Arabia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.07
Saudi Arabia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.67
Senegal,2016,Life expectancy at birth (years),Both sexes,66.77
Senegal,2016,Life expectancy at birth (years),Male,64.69
Senegal,2016,Life expectancy at birth (years),Female,68.7
Senegal,2016,Life expectancy at age 60 (years),Both sexes,16.88
Senegal,2016,Life expectancy at age 60 (years),Male,15.88
Senegal,2016,Life expectancy at age 60 (years),Female,17.71
Senegal,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,58.76
Senegal,2016,Healthy life expectancy (HALE) at birth (years),Male,57.3
Senegal,2016,Healthy life expectancy (HALE) at birth (years),Female,60.11
Senegal,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.9
Senegal,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.15
Senegal,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.51
Serbia,2016,Life expectancy at birth (years),Both sexes,76.34
Serbia,2016,Life expectancy at birth (years),Male,73.77
Serbia,2016,Life expectancy at birth (years),Female,78.87
Serbia,2016,Life expectancy at age 60 (years),Both sexes,19.83
Serbia,2016,Life expectancy at age 60 (years),Male,18.01
Serbia,2016,Life expectancy at age 60 (years),Female,21.49
Serbia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.4
Serbia,2016,Healthy life expectancy (HALE) at birth (years),Male,65.41
Serbia,2016,Healthy life expectancy (HALE) at birth (years),Female,69.37
Serbia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.05
Serbia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.65
Serbia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.33
Seychelles,2016,Life expectancy at birth (years),Both sexes,73.26
Seychelles,2016,Life expectancy at birth (years),Male,69.04
Seychelles,2016,Life expectancy at birth (years),Female,78.02
Seychelles,2016,Life expectancy at age 60 (years),Both sexes,19.62
Seychelles,2016,Life expectancy at age 60 (years),Male,17.06
Seychelles,2016,Life expectancy at age 60 (years),Female,22.26
Seychelles,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.66
Seychelles,2016,Healthy life expectancy (HALE) at birth (years),Male,62.23
Seychelles,2016,Healthy life expectancy (HALE) at birth (years),Female,69.52
Seychelles,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.73
Seychelles,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.7
Seychelles,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.81
Sierra Leone,2016,Life expectancy at birth (years),Both sexes,53.13
Sierra Leone,2016,Life expectancy at birth (years),Male,52.5
Sierra Leone,2016,Life expectancy at birth (years),Female,53.77
Sierra Leone,2016,Life expectancy at age 60 (years),Both sexes,13.35
Sierra Leone,2016,Life expectancy at age 60 (years),Male,13.28
Sierra Leone,2016,Life expectancy at age 60 (years),Female,13.41
Sierra Leone,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,47.62
Sierra Leone,2016,Healthy life expectancy (HALE) at birth (years),Male,47.18
Sierra Leone,2016,Healthy life expectancy (HALE) at birth (years),Female,48.06
Sierra Leone,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,10.32
Sierra Leone,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.21
Sierra Leone,2016,Healthy life expectancy (HALE) at age 60 (years),Female,10.41
Singapore,2016,Life expectancy at birth (years),Both sexes,82.95
Singapore,2016,Life expectancy at birth (years),Male,80.79
Singapore,2016,Life expectancy at birth (years),Female,85.04
Singapore,2016,Life expectancy at age 60 (years),Both sexes,25.03
Singapore,2016,Life expectancy at age 60 (years),Male,23.24
Singapore,2016,Life expectancy at age 60 (years),Female,26.7
Singapore,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,76.17
Singapore,2016,Healthy life expectancy (HALE) at birth (years),Male,74.67
Singapore,2016,Healthy life expectancy (HALE) at birth (years),Female,77.62
Singapore,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.98
Singapore,2016,Healthy life expectancy (HALE) at age 60 (years),Male,19.61
Singapore,2016,Healthy life expectancy (HALE) at age 60 (years),Female,22.26
Slovakia,2016,Life expectancy at birth (years),Both sexes,77.42
Slovakia,2016,Life expectancy at birth (years),Male,73.77
Slovakia,2016,Life expectancy at birth (years),Female,80.92
Slovakia,2016,Life expectancy at age 60 (years),Both sexes,21.34
Slovakia,2016,Life expectancy at age 60 (years),Male,18.72
Slovakia,2016,Life expectancy at age 60 (years),Female,23.51
Slovakia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.27
Slovakia,2016,Healthy life expectancy (HALE) at birth (years),Male,65.25
Slovakia,2016,Healthy life expectancy (HALE) at birth (years),Female,71.16
Slovakia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.28
Slovakia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.18
Slovakia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.02
Slovenia,2016,Life expectancy at birth (years),Both sexes,80.91
Slovenia,2016,Life expectancy at birth (years),Male,78.03
Slovenia,2016,Life expectancy at birth (years),Female,83.74
Slovenia,2016,Life expectancy at age 60 (years),Both sexes,23.69
Slovenia,2016,Life expectancy at age 60 (years),Male,21.49
Slovenia,2016,Life expectancy at age 60 (years),Female,25.64
Slovenia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,70.51
Slovenia,2016,Healthy life expectancy (HALE) at birth (years),Male,68.33
Slovenia,2016,Healthy life expectancy (HALE) at birth (years),Female,72.6
Slovenia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.58
Slovenia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.99
Slovenia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.01
Solomon Islands,2016,Life expectancy at birth (years),Both sexes,71.13
Solomon Islands,2016,Life expectancy at birth (years),Male,69.75
Solomon Islands,2016,Life expectancy at birth (years),Female,72.67
Solomon Islands,2016,Life expectancy at age 60 (years),Both sexes,17.7
Solomon Islands,2016,Life expectancy at age 60 (years),Male,16.82
Solomon Islands,2016,Life expectancy at age 60 (years),Female,18.68
Solomon Islands,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.93
Solomon Islands,2016,Healthy life expectancy (HALE) at birth (years),Male,61.4
Solomon Islands,2016,Healthy life expectancy (HALE) at birth (years),Female,62.53
Solomon Islands,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.13
Solomon Islands,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.7
Solomon Islands,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.6
Somalia,2016,Life expectancy at birth (years),Both sexes,55.45
Somalia,2016,Life expectancy at birth (years),Male,53.69
Somalia,2016,Life expectancy at birth (years),Female,57.28
Somalia,2016,Life expectancy at age 60 (years),Both sexes,16.28
Somalia,2016,Life expectancy at age 60 (years),Male,15.74
Somalia,2016,Life expectancy at age 60 (years),Female,16.82
Somalia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,50.03
Somalia,2016,Healthy life expectancy (HALE) at birth (years),Male,48.78
Somalia,2016,Healthy life expectancy (HALE) at birth (years),Female,51.33
Somalia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.71
Somalia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.51
Somalia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.91
South Africa,2016,Life expectancy at birth (years),Both sexes,63.6
South Africa,2016,Life expectancy at birth (years),Male,60.2
South Africa,2016,Life expectancy at birth (years),Female,67.01
South Africa,2016,Life expectancy at age 60 (years),Both sexes,16.58
South Africa,2016,Life expectancy at age 60 (years),Male,13.96
South Africa,2016,Life expectancy at age 60 (years),Female,18.84
South Africa,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.71
South Africa,2016,Healthy life expectancy (HALE) at birth (years),Male,53.23
South Africa,2016,Healthy life expectancy (HALE) at birth (years),Female,58.18
South Africa,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.46
South Africa,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.55
South Africa,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.11
South Sudan,2016,Life expectancy at birth (years),Both sexes,58.64
South Sudan,2016,Life expectancy at birth (years),Male,57.67
South Sudan,2016,Life expectancy at birth (years),Female,59.62
South Sudan,2016,Life expectancy at age 60 (years),Both sexes,16.62
South Sudan,2016,Life expectancy at age 60 (years),Male,16.07
South Sudan,2016,Life expectancy at age 60 (years),Female,17.12
South Sudan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,50.64
South Sudan,2016,Healthy life expectancy (HALE) at birth (years),Male,49.95
South Sudan,2016,Healthy life expectancy (HALE) at birth (years),Female,51.33
South Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.3
South Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.9
South Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.68
Spain,2016,Life expectancy at birth (years),Both sexes,83.08
Spain,2016,Life expectancy at birth (years),Male,80.34
Spain,2016,Life expectancy at birth (years),Female,85.73
Spain,2016,Life expectancy at age 60 (years),Both sexes,25.39
Spain,2016,Life expectancy at age 60 (years),Male,23.12
Spain,2016,Life expectancy at age 60 (years),Female,27.46
Spain,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73.81
Spain,2016,Healthy life expectancy (HALE) at birth (years),Male,72.22
Spain,2016,Healthy life expectancy (HALE) at birth (years),Female,75.42
Spain,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.34
Spain,2016,Healthy life expectancy (HALE) at age 60 (years),Male,18.71
Spain,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.84
Sri Lanka,2016,Life expectancy at birth (years),Both sexes,75.33
Sri Lanka,2016,Life expectancy at birth (years),Male,72.13
Sri Lanka,2016,Life expectancy at birth (years),Female,78.47
Sri Lanka,2016,Life expectancy at age 60 (years),Both sexes,20.81
Sri Lanka,2016,Life expectancy at age 60 (years),Male,19.54
Sri Lanka,2016,Life expectancy at age 60 (years),Female,21.9
Sri Lanka,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.83
Sri Lanka,2016,Healthy life expectancy (HALE) at birth (years),Male,64.35
Sri Lanka,2016,Healthy life expectancy (HALE) at birth (years),Female,69.26
Sri Lanka,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.09
Sri Lanka,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.12
Sri Lanka,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.92
Sudan,2016,Life expectancy at birth (years),Both sexes,65.11
Sudan,2016,Life expectancy at birth (years),Male,63.39
Sudan,2016,Life expectancy at birth (years),Female,66.87
Sudan,2016,Life expectancy at age 60 (years),Both sexes,17.91
Sudan,2016,Life expectancy at age 60 (years),Male,17.31
Sudan,2016,Life expectancy at age 60 (years),Female,18.48
Sudan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.73
Sudan,2016,Healthy life expectancy (HALE) at birth (years),Male,54.7
Sudan,2016,Healthy life expectancy (HALE) at birth (years),Female,56.78
Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.98
Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.66
Sudan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.28
Sudan (until 2011),2010,Life expectancy at birth (years),Both sexes,63.23
Sudan (until 2011),2010,Life expectancy at birth (years),Male,61.51
Sudan (until 2011),2010,Life expectancy at birth (years),Female,64.99
Sudan (until 2011),2010,Life expectancy at age 60 (years),Both sexes,17.57
Sudan (until 2011),2010,Life expectancy at age 60 (years),Male,16.99
Sudan (until 2011),2010,Life expectancy at age 60 (years),Female,18.11
Sudan (until 2011),2010,Healthy life expectancy (HALE) at birth (years),Both sexes,54
Sudan (until 2011),2010,Healthy life expectancy (HALE) at birth (years),Male,52.96
Sudan (until 2011),2010,Healthy life expectancy (HALE) at birth (years),Female,55.06
Sudan (until 2011),2010,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.59
Sudan (until 2011),2010,Healthy life expectancy (HALE) at age 60 (years),Male,12.28
Sudan (until 2011),2010,Healthy life expectancy (HALE) at age 60 (years),Female,12.88
Suriname,2016,Life expectancy at birth (years),Both sexes,71.81
Suriname,2016,Life expectancy at birth (years),Male,68.72
Suriname,2016,Life expectancy at birth (years),Female,75.05
Suriname,2016,Life expectancy at age 60 (years),Both sexes,19.23
Suriname,2016,Life expectancy at age 60 (years),Male,17.13
Suriname,2016,Life expectancy at age 60 (years),Female,21.2
Suriname,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.16
Suriname,2016,Healthy life expectancy (HALE) at birth (years),Male,61.05
Suriname,2016,Healthy life expectancy (HALE) at birth (years),Female,65.36
Suriname,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.66
Suriname,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.2
Suriname,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16
Sweden,2016,Life expectancy at birth (years),Both sexes,82.36
Sweden,2016,Life expectancy at birth (years),Male,80.59
Sweden,2016,Life expectancy at birth (years),Female,84.11
Sweden,2016,Life expectancy at age 60 (years),Both sexes,24.55
Sweden,2016,Life expectancy at age 60 (years),Male,23.18
Sweden,2016,Life expectancy at age 60 (years),Female,25.84
Sweden,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,72.43
Sweden,2016,Healthy life expectancy (HALE) at birth (years),Male,71.54
Sweden,2016,Healthy life expectancy (HALE) at birth (years),Female,73.36
Sweden,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.18
Sweden,2016,Healthy life expectancy (HALE) at age 60 (years),Male,18.22
Sweden,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.08
Switzerland,2016,Life expectancy at birth (years),Both sexes,83.26
Switzerland,2016,Life expectancy at birth (years),Male,81.24
Switzerland,2016,Life expectancy at birth (years),Female,85.19
Switzerland,2016,Life expectancy at age 60 (years),Both sexes,25.45
Switzerland,2016,Life expectancy at age 60 (years),Male,23.83
Switzerland,2016,Life expectancy at age 60 (years),Female,26.91
Switzerland,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73.47
Switzerland,2016,Healthy life expectancy (HALE) at birth (years),Male,72.39
Switzerland,2016,Healthy life expectancy (HALE) at birth (years),Female,74.47
Switzerland,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.13
Switzerland,2016,Healthy life expectancy (HALE) at age 60 (years),Male,18.99
Switzerland,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.16
Syrian Arab Republic,2016,Life expectancy at birth (years),Both sexes,63.8
Syrian Arab Republic,2016,Life expectancy at birth (years),Male,59.42
Syrian Arab Republic,2016,Life expectancy at birth (years),Female,68.85
Syrian Arab Republic,2016,Life expectancy at age 60 (years),Both sexes,18.47
Syrian Arab Republic,2016,Life expectancy at age 60 (years),Male,17.45
Syrian Arab Republic,2016,Life expectancy at age 60 (years),Female,19.43
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.79
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at birth (years),Male,52.53
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at birth (years),Female,59.55
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.92
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.31
Syrian Arab Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.49
Tajikistan,2016,Life expectancy at birth (years),Both sexes,70.76
Tajikistan,2016,Life expectancy at birth (years),Male,68.68
Tajikistan,2016,Life expectancy at birth (years),Female,72.98
Tajikistan,2016,Life expectancy at age 60 (years),Both sexes,17.7
Tajikistan,2016,Life expectancy at age 60 (years),Male,16.61
Tajikistan,2016,Life expectancy at age 60 (years),Female,18.86
Tajikistan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.47
Tajikistan,2016,Healthy life expectancy (HALE) at birth (years),Male,61.75
Tajikistan,2016,Healthy life expectancy (HALE) at birth (years),Female,65.3
Tajikistan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.32
Tajikistan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.41
Tajikistan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.28
Thailand,2016,Life expectancy at birth (years),Both sexes,75.47
Thailand,2016,Life expectancy at birth (years),Male,71.79
Thailand,2016,Life expectancy at birth (years),Female,79.26
Thailand,2016,Life expectancy at age 60 (years),Both sexes,22.09
Thailand,2016,Life expectancy at age 60 (years),Male,20.39
Thailand,2016,Life expectancy at age 60 (years),Female,23.63
Thailand,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.84
Thailand,2016,Healthy life expectancy (HALE) at birth (years),Male,63.99
Thailand,2016,Healthy life expectancy (HALE) at birth (years),Female,69.76
Thailand,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.96
Thailand,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.69
Thailand,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.12
The former Yugoslav Republic of Macedonia,2016,Life expectancy at birth (years),Both sexes,75.86
The former Yugoslav Republic of Macedonia,2016,Life expectancy at birth (years),Male,73.77
The former Yugoslav Republic of Macedonia,2016,Life expectancy at birth (years),Female,78.01
The former Yugoslav Republic of Macedonia,2016,Life expectancy at age 60 (years),Both sexes,19.47
The former Yugoslav Republic of Macedonia,2016,Life expectancy at age 60 (years),Male,18.09
The former Yugoslav Republic of Macedonia,2016,Life expectancy at age 60 (years),Female,20.78
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.15
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at birth (years),Male,65.78
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at birth (years),Female,68.89
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.02
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.02
The former Yugoslav Republic of Macedonia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.96
Timor-Leste,2016,Life expectancy at birth (years),Both sexes,68.55
Timor-Leste,2016,Life expectancy at birth (years),Male,66.8
Timor-Leste,2016,Life expectancy at birth (years),Female,70.41
Timor-Leste,2016,Life expectancy at age 60 (years),Both sexes,17.1
Timor-Leste,2016,Life expectancy at age 60 (years),Male,16.19
Timor-Leste,2016,Life expectancy at age 60 (years),Female,18
Timor-Leste,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,59.16
Timor-Leste,2016,Healthy life expectancy (HALE) at birth (years),Male,57.74
Timor-Leste,2016,Healthy life expectancy (HALE) at birth (years),Female,60.68
Timor-Leste,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.15
Timor-Leste,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.5
Timor-Leste,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.78
Togo,2016,Life expectancy at birth (years),Both sexes,60.61
Togo,2016,Life expectancy at birth (years),Male,59.74
Togo,2016,Life expectancy at birth (years),Female,61.46
Togo,2016,Life expectancy at age 60 (years),Both sexes,15.25
Togo,2016,Life expectancy at age 60 (years),Male,14.81
Togo,2016,Life expectancy at age 60 (years),Female,15.66
Togo,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,53.91
Togo,2016,Healthy life expectancy (HALE) at birth (years),Male,53.56
Togo,2016,Healthy life expectancy (HALE) at birth (years),Female,54.24
Togo,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.88
Togo,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.61
Togo,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.12
Tonga,2016,Life expectancy at birth (years),Both sexes,73.43
Tonga,2016,Life expectancy at birth (years),Male,70.53
Tonga,2016,Life expectancy at birth (years),Female,76.36
Tonga,2016,Life expectancy at age 60 (years),Both sexes,18.86
Tonga,2016,Life expectancy at age 60 (years),Male,16.34
Tonga,2016,Life expectancy at age 60 (years),Female,21.26
Tonga,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,64.26
Tonga,2016,Healthy life expectancy (HALE) at birth (years),Male,62.57
Tonga,2016,Healthy life expectancy (HALE) at birth (years),Female,65.97
Tonga,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.2
Tonga,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.56
Tonga,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.76
Trinidad and Tobago,2016,Life expectancy at birth (years),Both sexes,71.81
Trinidad and Tobago,2016,Life expectancy at birth (years),Male,68.22
Trinidad and Tobago,2016,Life expectancy at birth (years),Female,75.59
Trinidad and Tobago,2016,Life expectancy at age 60 (years),Both sexes,19.58
Trinidad and Tobago,2016,Life expectancy at age 60 (years),Male,17.83
Trinidad and Tobago,2016,Life expectancy at age 60 (years),Female,21.19
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.25
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at birth (years),Male,60.41
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at birth (years),Female,66.23
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.02
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.6
Trinidad and Tobago,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.34
Tunisia,2016,Life expectancy at birth (years),Both sexes,76.05
Tunisia,2016,Life expectancy at birth (years),Male,74.08
Tunisia,2016,Life expectancy at birth (years),Female,78.05
Tunisia,2016,Life expectancy at age 60 (years),Both sexes,20.06
Tunisia,2016,Life expectancy at age 60 (years),Male,18.54
Tunisia,2016,Life expectancy at age 60 (years),Female,21.56
Tunisia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.28
Tunisia,2016,Healthy life expectancy (HALE) at birth (years),Male,65.28
Tunisia,2016,Healthy life expectancy (HALE) at birth (years),Female,67.31
Tunisia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.06
Tunisia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.16
Tunisia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.93
Turkey,2016,Life expectancy at birth (years),Both sexes,76.38
Turkey,2016,Life expectancy at birth (years),Male,73.3
Turkey,2016,Life expectancy at birth (years),Female,79.42
Turkey,2016,Life expectancy at age 60 (years),Both sexes,21.24
Turkey,2016,Life expectancy at age 60 (years),Male,19.11
Turkey,2016,Life expectancy at age 60 (years),Female,23.16
Turkey,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.02
Turkey,2016,Healthy life expectancy (HALE) at birth (years),Male,64.43
Turkey,2016,Healthy life expectancy (HALE) at birth (years),Female,67.59
Turkey,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.52
Turkey,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.38
Turkey,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.55
Turkmenistan,2016,Life expectancy at birth (years),Both sexes,68.16
Turkmenistan,2016,Life expectancy at birth (years),Male,64.7
Turkmenistan,2016,Life expectancy at birth (years),Female,71.66
Turkmenistan,2016,Life expectancy at age 60 (years),Both sexes,17.36
Turkmenistan,2016,Life expectancy at age 60 (years),Male,15.63
Turkmenistan,2016,Life expectancy at age 60 (years),Female,18.85
Turkmenistan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.38
Turkmenistan,2016,Healthy life expectancy (HALE) at birth (years),Male,58.69
Turkmenistan,2016,Healthy life expectancy (HALE) at birth (years),Female,64.08
Turkmenistan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.94
Turkmenistan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.71
Turkmenistan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.99
Uganda,2016,Life expectancy at birth (years),Both sexes,62.5
Uganda,2016,Life expectancy at birth (years),Male,60.17
Uganda,2016,Life expectancy at birth (years),Female,64.81
Uganda,2016,Life expectancy at age 60 (years),Both sexes,17.12
Uganda,2016,Life expectancy at age 60 (years),Male,16.35
Uganda,2016,Life expectancy at age 60 (years),Female,17.75
Uganda,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,54.89
Uganda,2016,Healthy life expectancy (HALE) at birth (years),Male,52.9
Uganda,2016,Healthy life expectancy (HALE) at birth (years),Female,56.86
Uganda,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.82
Uganda,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.03
Uganda,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.44
Ukraine,2016,Life expectancy at birth (years),Both sexes,72.5
Ukraine,2016,Life expectancy at birth (years),Male,67.63
Ukraine,2016,Life expectancy at birth (years),Female,77.12
Ukraine,2016,Life expectancy at age 60 (years),Both sexes,19.08
Ukraine,2016,Life expectancy at age 60 (years),Male,16.15
Ukraine,2016,Life expectancy at age 60 (years),Female,21.24
Ukraine,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,64.03
Ukraine,2016,Healthy life expectancy (HALE) at birth (years),Male,60.3
